"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","CPI","TOT","AGRWTH","M","2008-11",2.287893,
"AUT","CPI","TOT","AGRWTH","M","2008-12",1.324503,
"AUT","CPI","TOT","AGRWTH","M","2009-01",1.234568,
"AUT","CPI","TOT","AGRWTH","M","2009-02",1.325758,
"AUT","CPI","TOT","AGRWTH","M","2009-03",0.7518797,
"AUT","CPI","TOT","AGRWTH","M","2009-04",0.656045,
"AUT","CPI","TOT","AGRWTH","M","2009-05",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-06",-0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-07",-0.2788104,
"AUT","CPI","TOT","AGRWTH","M","2009-08",0.2793296,
"AUT","CPI","TOT","AGRWTH","M","2009-09",0.09285051,
"AUT","CPI","TOT","AGRWTH","M","2009-10",0.1858736,
"AUT","CPI","TOT","AGRWTH","M","2009-11",0.6523765,
"AUT","CPI","TOT","AGRWTH","M","2009-12",1.027078,
"AUT","CPI","TOT","AGRWTH","M","2010-01",1.219512,
"AUT","CPI","TOT","AGRWTH","M","2010-02",1.028037,
"AUT","CPI","TOT","AGRWTH","M","2010-03",1.958955,
"AUT","CPI","TOT","AGRWTH","M","2010-04",2.048417,
"AUT","CPI","TOT","AGRWTH","M","2010-05",1.85701,
"AUT","CPI","TOT","AGRWTH","M","2010-06",1.951673,
"AUT","CPI","TOT","AGRWTH","M","2010-07",1.863933,
"AUT","CPI","TOT","AGRWTH","M","2010-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2010-09",1.855288,
"AUT","CPI","TOT","AGRWTH","M","2010-10",2.133581,
"AUT","CPI","TOT","AGRWTH","M","2010-11",1.851852,
"AUT","CPI","TOT","AGRWTH","M","2010-12",2.310536,
"AUT","CPI","TOT","AGRWTH","M","2011-01",2.502317,
"AUT","CPI","TOT","AGRWTH","M","2011-02",3.021771,
"AUT","CPI","TOT","AGRWTH","M","2011-03",3.09295,
"AUT","CPI","TOT","AGRWTH","M","2011-04",3.310327,
"AUT","CPI","TOT","AGRWTH","M","2011-05",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-06",3.315974,
"AUT","CPI","TOT","AGRWTH","M","2011-07",3.4937,
"AUT","CPI","TOT","AGRWTH","M","2011-08",3.504679,
"AUT","CPI","TOT","AGRWTH","M","2011-09",3.620805,
"AUT","CPI","TOT","AGRWTH","M","2011-10",3.437919,
"AUT","CPI","TOT","AGRWTH","M","2011-11",3.631503,
"AUT","CPI","TOT","AGRWTH","M","2011-12",3.174041,
"AUT","CPI","TOT","AGRWTH","M","2012-01",2.772277,
"AUT","CPI","TOT","AGRWTH","M","2012-02",2.556539,
"AUT","CPI","TOT","AGRWTH","M","2012-03",2.429543,
"AUT","CPI","TOT","AGRWTH","M","2012-04",2.321083,
"AUT","CPI","TOT","AGRWTH","M","2012-05",2.125604,
"AUT","CPI","TOT","AGRWTH","M","2012-06",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-07",2.129719,
"AUT","CPI","TOT","AGRWTH","M","2012-08",2.222222,
"AUT","CPI","TOT","AGRWTH","M","2012-09",2.694899,
"AUT","CPI","TOT","AGRWTH","M","2012-10",2.788461,
"AUT","CPI","TOT","AGRWTH","M","2012-11",2.785783,
"AUT","CPI","TOT","AGRWTH","M","2012-12",2.780441,
"AUT","CPI","TOT","AGRWTH","M","2013-01",2.697495,
"AUT","CPI","TOT","AGRWTH","M","2013-02",2.492809,
"AUT","CPI","TOT","AGRWTH","M","2013-03",2.27704,
"AUT","CPI","TOT","AGRWTH","M","2013-04",1.984877,
"AUT","CPI","TOT","AGRWTH","M","2013-05",2.270577,
"AUT","CPI","TOT","AGRWTH","M","2013-06",2.173913,
"AUT","CPI","TOT","AGRWTH","M","2013-07",1.990521,
"AUT","CPI","TOT","AGRWTH","M","2013-08",1.795841,
"AUT","CPI","TOT","AGRWTH","M","2013-09",1.686973,
"AUT","CPI","TOT","AGRWTH","M","2013-10",1.403181,
"AUT","CPI","TOT","AGRWTH","M","2013-11",1.401869,
"AUT","CPI","TOT","AGRWTH","M","2013-12",1.865672,
"AUT","CPI","TOT","AGRWTH","M","2014-01",1.594747,
"AUT","CPI","TOT","AGRWTH","M","2014-02",1.496726,
"AUT","CPI","TOT","AGRWTH","M","2014-03",1.669759,
"AUT","CPI","TOT","AGRWTH","M","2014-04",1.668211,
"AUT","CPI","TOT","AGRWTH","M","2014-05",1.757632,
"AUT","CPI","TOT","AGRWTH","M","2014-06",1.850139,
"AUT","CPI","TOT","AGRWTH","M","2014-07",1.765799,
"AUT","CPI","TOT","AGRWTH","M","2014-08",1.671309,
"AUT","CPI","TOT","AGRWTH","M","2014-09",1.56682,
"AUT","CPI","TOT","AGRWTH","M","2014-10",1.568266,
"AUT","CPI","TOT","AGRWTH","M","2014-11",1.658986,
"AUT","CPI","TOT","AGRWTH","M","2014-12",1.007326,
"AUT","CPI","TOT","AGRWTH","M","2015-01",0.7386888,
"AUT","CPI","TOT","AGRWTH","M","2015-02",0.8589376,
"AUT","CPI","TOT","AGRWTH","M","2015-03",0.9571964,
"AUT","CPI","TOT","AGRWTH","M","2015-04",1.066896,
"AUT","CPI","TOT","AGRWTH","M","2015-05",0.9924396,
"AUT","CPI","TOT","AGRWTH","M","2015-06",1.00121,
"AUT","CPI","TOT","AGRWTH","M","2015-07",1.150444,
"AUT","CPI","TOT","AGRWTH","M","2015-08",0.9483453,
"AUT","CPI","TOT","AGRWTH","M","2015-09",0.7087427,
"AUT","CPI","TOT","AGRWTH","M","2015-10",0.6997142,
"AUT","CPI","TOT","AGRWTH","M","2015-11",0.6174383,
"AUT","CPI","TOT","AGRWTH","M","2015-12",1.018704,
"AUT","CPI","TOT","AGRWTH","M","2016-01",1.217039,
"AUT","CPI","TOT","AGRWTH","M","2016-02",1.011122,
"AUT","CPI","TOT","AGRWTH","M","2016-03",0.7,
"AUT","CPI","TOT","AGRWTH","M","2016-04",0.499002,
"AUT","CPI","TOT","AGRWTH","M","2016-05",0.5976096,
"AUT","CPI","TOT","AGRWTH","M","2016-06",0.5970149,
"AUT","CPI","TOT","AGRWTH","M","2016-07",0.5994006,
"AUT","CPI","TOT","AGRWTH","M","2016-08",0.6006006,
"AUT","CPI","TOT","AGRWTH","M","2016-09",0.8973081,
"AUT","CPI","TOT","AGRWTH","M","2016-10",1.297405,
"AUT","CPI","TOT","AGRWTH","M","2016-11",1.296112,
"AUT","CPI","TOT","AGRWTH","M","2016-12",1.390268,
"AUT","CPI","TOT","AGRWTH","M","2017-01",2.004008,
"AUT","CPI","TOT","AGRWTH","M","2017-02",2.202202,
"AUT","CPI","TOT","AGRWTH","M","2017-03",1.886792,
"AUT","CPI","TOT","AGRWTH","M","2017-04",2.085402,
"AUT","CPI","TOT","AGRWTH","M","2017-05",1.881188,
"AUT","CPI","TOT","AGRWTH","M","2017-06",1.879327,
"AUT","CPI","TOT","AGRWTH","M","2017-07",1.986097,
"AUT","CPI","TOT","AGRWTH","M","2017-08",2.089552,
"AUT","CPI","TOT","AGRWTH","M","2017-09",2.371542,
"AUT","CPI","TOT","AGRWTH","M","2017-10",2.167488,
"AUT","CPI","TOT","AGRWTH","M","2017-11",2.26378,
"AUT","CPI","TOT","AGRWTH","M","2017-12",2.15475,
"AUT","CPI","TOT","AGRWTH","M","2018-01",1.768173,
"AUT","CPI","TOT","AGRWTH","M","2018-02",1.762977,
"AUT","CPI","TOT","AGRWTH","M","2018-03",1.851852,
"AUT","CPI","TOT","AGRWTH","M","2018-04",1.848249,
"AUT","CPI","TOT","AGRWTH","M","2018-05",1.943635,
"AUT","CPI","TOT","AGRWTH","M","2018-06",2.038835,
"AUT","CPI","TOT","AGRWTH","M","2018-07",2.142162,
"AUT","CPI","TOT","AGRWTH","M","2018-08",2.241715,
"AUT","CPI","TOT","AGRWTH","M","2018-09",2.027027,
"AUT","CPI","TOT","AGRWTH","M","2018-10",2.217936,
"AUT","CPI","TOT","AGRWTH","M","2018-11",2.213667,
"BEL","CPI","TOT","AGRWTH","M","1973-09",6.728517,
"BEL","CPI","TOT","AGRWTH","M","1973-10",6.839359,
"BEL","CPI","TOT","AGRWTH","M","1973-11",6.715383,
"BEL","CPI","TOT","AGRWTH","M","1973-12",7.293102,
"BEL","CPI","TOT","AGRWTH","M","1974-01",7.537551,
"BEL","CPI","TOT","AGRWTH","M","1974-02",8.328807,
"BEL","CPI","TOT","AGRWTH","M","1974-03",9.448961,
"BEL","CPI","TOT","AGRWTH","M","1974-04",10.38354,
"BEL","CPI","TOT","AGRWTH","M","1974-05",11.53949,
"BEL","CPI","TOT","AGRWTH","M","1974-06",12.57789,
"BEL","CPI","TOT","AGRWTH","M","1974-07",13.6843,
"BEL","CPI","TOT","AGRWTH","M","1974-08",14.60962,
"BEL","CPI","TOT","AGRWTH","M","1974-09",15.61156,
"BEL","CPI","TOT","AGRWTH","M","1974-10",15.81197,
"BEL","CPI","TOT","AGRWTH","M","1974-11",16.31273,
"BEL","CPI","TOT","AGRWTH","M","1974-12",15.68359,
"BEL","CPI","TOT","AGRWTH","M","1975-01",15.62685,
"BEL","CPI","TOT","AGRWTH","M","1975-02",15.4354,
"BEL","CPI","TOT","AGRWTH","M","1975-03",14.75735,
"BEL","CPI","TOT","AGRWTH","M","1975-04",14.40312,
"BEL","CPI","TOT","AGRWTH","M","1975-05",13.69797,
"BEL","CPI","TOT","AGRWTH","M","1975-06",12.50099,
"BEL","CPI","TOT","AGRWTH","M","1975-07",11.99033,
"BEL","CPI","TOT","AGRWTH","M","1975-08",11.4156,
"BEL","CPI","TOT","AGRWTH","M","1975-09",10.86808,
"BEL","CPI","TOT","AGRWTH","M","1975-10",11.18307,
"BEL","CPI","TOT","AGRWTH","M","1975-11",11.20799,
"BEL","CPI","TOT","AGRWTH","M","1975-12",11.02642,
"BEL","CPI","TOT","AGRWTH","M","1976-01",10.82803,
"BEL","CPI","TOT","AGRWTH","M","1976-02",9.869863,
"BEL","CPI","TOT","AGRWTH","M","1976-03",9.83986,
"BEL","CPI","TOT","AGRWTH","M","1976-04",9.631638,
"BEL","CPI","TOT","AGRWTH","M","1976-05",9.510804,
"BEL","CPI","TOT","AGRWTH","M","1976-06",9.291422,
"BEL","CPI","TOT","AGRWTH","M","1976-07",9.12569,
"BEL","CPI","TOT","AGRWTH","M","1976-08",8.719974,
"BEL","CPI","TOT","AGRWTH","M","1976-09",9.193503,
"BEL","CPI","TOT","AGRWTH","M","1976-10",8.206816,
"BEL","CPI","TOT","AGRWTH","M","1976-11",7.457467,
"BEL","CPI","TOT","AGRWTH","M","1976-12",7.468344,
"BEL","CPI","TOT","AGRWTH","M","1977-01",7.603978,
"BEL","CPI","TOT","AGRWTH","M","1977-02",8.143939,
"BEL","CPI","TOT","AGRWTH","M","1977-03",7.366911,
"BEL","CPI","TOT","AGRWTH","M","1977-04",6.962081,
"BEL","CPI","TOT","AGRWTH","M","1977-05",7.255576,
"BEL","CPI","TOT","AGRWTH","M","1977-06",7.754599,
"BEL","CPI","TOT","AGRWTH","M","1977-07",7.212084,
"BEL","CPI","TOT","AGRWTH","M","1977-08",7.140993,
"BEL","CPI","TOT","AGRWTH","M","1977-09",6.517259,
"BEL","CPI","TOT","AGRWTH","M","1977-10",6.502742,
"BEL","CPI","TOT","AGRWTH","M","1977-11",6.486856,
"BEL","CPI","TOT","AGRWTH","M","1977-12",6.324278,
"BEL","CPI","TOT","AGRWTH","M","1978-01",5.772624,
"BEL","CPI","TOT","AGRWTH","M","1978-02",5.395713,
"BEL","CPI","TOT","AGRWTH","M","1978-03",5.759599,
"BEL","CPI","TOT","AGRWTH","M","1978-04",5.271897,
"BEL","CPI","TOT","AGRWTH","M","1978-05",4.364623,
"BEL","CPI","TOT","AGRWTH","M","1978-06",3.724882,
"BEL","CPI","TOT","AGRWTH","M","1978-07",3.982409,
"BEL","CPI","TOT","AGRWTH","M","1978-08",4.124046,
"BEL","CPI","TOT","AGRWTH","M","1978-09",3.845224,
"BEL","CPI","TOT","AGRWTH","M","1978-10",3.869359,
"BEL","CPI","TOT","AGRWTH","M","1978-11",3.815325,
"BEL","CPI","TOT","AGRWTH","M","1978-12",3.864271,
"BEL","CPI","TOT","AGRWTH","M","1979-01",3.956149,
"BEL","CPI","TOT","AGRWTH","M","1979-02",3.885108,
"BEL","CPI","TOT","AGRWTH","M","1979-03",3.685872,
"BEL","CPI","TOT","AGRWTH","M","1979-04",3.84858,
"BEL","CPI","TOT","AGRWTH","M","1979-05",3.993069,
"BEL","CPI","TOT","AGRWTH","M","1979-06",4.528272,
"BEL","CPI","TOT","AGRWTH","M","1979-07",4.81673,
"BEL","CPI","TOT","AGRWTH","M","1979-08",4.833931,
"BEL","CPI","TOT","AGRWTH","M","1979-09",4.59556,
"BEL","CPI","TOT","AGRWTH","M","1979-10",5.08829,
"BEL","CPI","TOT","AGRWTH","M","1979-11",5.203829,
"BEL","CPI","TOT","AGRWTH","M","1979-12",5.134907,
"BEL","CPI","TOT","AGRWTH","M","1980-01",5.975852,
"BEL","CPI","TOT","AGRWTH","M","1980-02",6.427208,
"BEL","CPI","TOT","AGRWTH","M","1980-03",6.557022,
"BEL","CPI","TOT","AGRWTH","M","1980-04",6.442083,
"BEL","CPI","TOT","AGRWTH","M","1980-05",6.461694,
"BEL","CPI","TOT","AGRWTH","M","1980-06",6.15867,
"BEL","CPI","TOT","AGRWTH","M","1980-07",6.527918,
"BEL","CPI","TOT","AGRWTH","M","1980-08",6.295004,
"BEL","CPI","TOT","AGRWTH","M","1980-09",6.738264,
"BEL","CPI","TOT","AGRWTH","M","1980-10",6.97079,
"BEL","CPI","TOT","AGRWTH","M","1980-11",7.611625,
"BEL","CPI","TOT","AGRWTH","M","1980-12",7.546846,
"BEL","CPI","TOT","AGRWTH","M","1981-01",6.969027,
"BEL","CPI","TOT","AGRWTH","M","1981-02",7.099726,
"BEL","CPI","TOT","AGRWTH","M","1981-03",7.598174,
"BEL","CPI","TOT","AGRWTH","M","1981-04",7.406056,
"BEL","CPI","TOT","AGRWTH","M","1981-05",7.002546,
"BEL","CPI","TOT","AGRWTH","M","1981-06",7.348938,
"BEL","CPI","TOT","AGRWTH","M","1981-07",7.819225,
"BEL","CPI","TOT","AGRWTH","M","1981-08",8.067979,
"BEL","CPI","TOT","AGRWTH","M","1981-09",8.391111,
"BEL","CPI","TOT","AGRWTH","M","1981-10",7.821032,
"BEL","CPI","TOT","AGRWTH","M","1981-11",7.794246,
"BEL","CPI","TOT","AGRWTH","M","1981-12",8.134886,
"BEL","CPI","TOT","AGRWTH","M","1982-01",8.255774,
"BEL","CPI","TOT","AGRWTH","M","1982-02",7.568768,
"BEL","CPI","TOT","AGRWTH","M","1982-03",7.044644,
"BEL","CPI","TOT","AGRWTH","M","1982-04",8.423913,
"BEL","CPI","TOT","AGRWTH","M","1982-05",9.484957,
"BEL","CPI","TOT","AGRWTH","M","1982-06",9.854631,
"BEL","CPI","TOT","AGRWTH","M","1982-07",8.882236,
"BEL","CPI","TOT","AGRWTH","M","1982-08",9.021686,
"BEL","CPI","TOT","AGRWTH","M","1982-09",9.34886,
"BEL","CPI","TOT","AGRWTH","M","1982-10",9.818657,
"BEL","CPI","TOT","AGRWTH","M","1982-11",8.848269,
"BEL","CPI","TOT","AGRWTH","M","1982-12",8.101591,
"BEL","CPI","TOT","AGRWTH","M","1983-01",8.374463,
"BEL","CPI","TOT","AGRWTH","M","1983-02",8.719822,
"BEL","CPI","TOT","AGRWTH","M","1983-03",8.943863,
"BEL","CPI","TOT","AGRWTH","M","1983-04",7.957394,
"BEL","CPI","TOT","AGRWTH","M","1983-05",7.560938,
"BEL","CPI","TOT","AGRWTH","M","1983-06",7.29343,
"BEL","CPI","TOT","AGRWTH","M","1983-07",7.531317,
"BEL","CPI","TOT","AGRWTH","M","1983-08",7.895536,
"BEL","CPI","TOT","AGRWTH","M","1983-09",7.334633,
"BEL","CPI","TOT","AGRWTH","M","1983-10",6.471288,
"BEL","CPI","TOT","AGRWTH","M","1983-11",6.895527,
"BEL","CPI","TOT","AGRWTH","M","1983-12",7.152416,
"BEL","CPI","TOT","AGRWTH","M","1984-01",6.845894,
"BEL","CPI","TOT","AGRWTH","M","1984-02",7.056245,
"BEL","CPI","TOT","AGRWTH","M","1984-03",7.117904,
"BEL","CPI","TOT","AGRWTH","M","1984-04",7.486941,
"BEL","CPI","TOT","AGRWTH","M","1984-05",7.159353,
"BEL","CPI","TOT","AGRWTH","M","1984-06",6.754625,
"BEL","CPI","TOT","AGRWTH","M","1984-07",6.336127,
"BEL","CPI","TOT","AGRWTH","M","1984-08",5.741627,
"BEL","CPI","TOT","AGRWTH","M","1984-09",5.324203,
"BEL","CPI","TOT","AGRWTH","M","1984-10",5.798519,
"BEL","CPI","TOT","AGRWTH","M","1984-11",5.310719,
"BEL","CPI","TOT","AGRWTH","M","1984-12",5.34277,
"BEL","CPI","TOT","AGRWTH","M","1985-01",5.046061,
"BEL","CPI","TOT","AGRWTH","M","1985-02",5.335699,
"BEL","CPI","TOT","AGRWTH","M","1985-03",5.734475,
"BEL","CPI","TOT","AGRWTH","M","1985-04",5.453564,
"BEL","CPI","TOT","AGRWTH","M","1985-05",5.334052,
"BEL","CPI","TOT","AGRWTH","M","1985-06",5.064481,
"BEL","CPI","TOT","AGRWTH","M","1985-07",5.06346,
"BEL","CPI","TOT","AGRWTH","M","1985-08",4.657972,
"BEL","CPI","TOT","AGRWTH","M","1985-09",4.550882,
"BEL","CPI","TOT","AGRWTH","M","1985-10",4.014791,
"BEL","CPI","TOT","AGRWTH","M","1985-11",4.211221,
"BEL","CPI","TOT","AGRWTH","M","1985-12",4.031089,
"BEL","CPI","TOT","AGRWTH","M","1986-01",3.481675,
"BEL","CPI","TOT","AGRWTH","M","1986-02",2.500324,
"BEL","CPI","TOT","AGRWTH","M","1986-03",1.529366,
"BEL","CPI","TOT","AGRWTH","M","1986-04",1.446493,
"BEL","CPI","TOT","AGRWTH","M","1986-05",1.112532,
"BEL","CPI","TOT","AGRWTH","M","1986-06",1.227465,
"BEL","CPI","TOT","AGRWTH","M","1986-07",0.6739573,
"BEL","CPI","TOT","AGRWTH","M","1986-08",0.7629705,
"BEL","CPI","TOT","AGRWTH","M","1986-09",0.9137056,
"BEL","CPI","TOT","AGRWTH","M","1986-10",0.8506857,
"BEL","CPI","TOT","AGRWTH","M","1986-11",0.5447175,
"BEL","CPI","TOT","AGRWTH","M","1986-12",0.5824997,
"BEL","CPI","TOT","AGRWTH","M","1987-01",0.8854035,
"BEL","CPI","TOT","AGRWTH","M","1987-02",1.011122,
"BEL","CPI","TOT","AGRWTH","M","1987-03",1.265823,
"BEL","CPI","TOT","AGRWTH","M","1987-04",1.413249,
"BEL","CPI","TOT","AGRWTH","M","1987-05",1.694701,
"BEL","CPI","TOT","AGRWTH","M","1987-06",1.679929,
"BEL","CPI","TOT","AGRWTH","M","1987-07",2.033599,
"BEL","CPI","TOT","AGRWTH","M","1987-08",2.25896,
"BEL","CPI","TOT","AGRWTH","M","1987-09",1.722837,
"BEL","CPI","TOT","AGRWTH","M","1987-10",1.724789,
"BEL","CPI","TOT","AGRWTH","M","1987-11",1.499307,
"BEL","CPI","TOT","AGRWTH","M","1987-12",1.447816,
"BEL","CPI","TOT","AGRWTH","M","1988-01",0.9528586,
"BEL","CPI","TOT","AGRWTH","M","1988-02",1.026026,
"BEL","CPI","TOT","AGRWTH","M","1988-03",0.9625,
"BEL","CPI","TOT","AGRWTH","M","1988-04",0.9580689,
"BEL","CPI","TOT","AGRWTH","M","1988-05",0.9949011,
"BEL","CPI","TOT","AGRWTH","M","1988-06",1.055901,
"BEL","CPI","TOT","AGRWTH","M","1988-07",1.015103,
"BEL","CPI","TOT","AGRWTH","M","1988-08",0.913242,
"BEL","CPI","TOT","AGRWTH","M","1988-09",1.199159,
"BEL","CPI","TOT","AGRWTH","M","1988-10",1.34901,
"BEL","CPI","TOT","AGRWTH","M","1988-11",1.576465,
"BEL","CPI","TOT","AGRWTH","M","1988-12",1.923554,
"BEL","CPI","TOT","AGRWTH","M","1989-01",2.384501,
"BEL","CPI","TOT","AGRWTH","M","1989-02",2.563785,
"BEL","CPI","TOT","AGRWTH","M","1989-03",2.760926,
"BEL","CPI","TOT","AGRWTH","M","1989-04",2.982499,
"BEL","CPI","TOT","AGRWTH","M","1989-05",2.992242,
"BEL","CPI","TOT","AGRWTH","M","1989-06",3.011678,
"BEL","CPI","TOT","AGRWTH","M","1989-07",3.026961,
"BEL","CPI","TOT","AGRWTH","M","1989-08",3.155191,
"BEL","CPI","TOT","AGRWTH","M","1989-09",3.55485,
"BEL","CPI","TOT","AGRWTH","M","1989-10",3.639028,
"BEL","CPI","TOT","AGRWTH","M","1989-11",3.580594,
"BEL","CPI","TOT","AGRWTH","M","1989-12",3.604042,
"BEL","CPI","TOT","AGRWTH","M","1990-01",3.60262,
"BEL","CPI","TOT","AGRWTH","M","1990-02",3.381234,
"BEL","CPI","TOT","AGRWTH","M","1990-03",3.39759,
"BEL","CPI","TOT","AGRWTH","M","1990-04",3.171374,
"BEL","CPI","TOT","AGRWTH","M","1990-05",3.108561,
"BEL","CPI","TOT","AGRWTH","M","1990-06",2.97136,
"BEL","CPI","TOT","AGRWTH","M","1990-07",3.009397,
"BEL","CPI","TOT","AGRWTH","M","1990-08",3.260225,
"BEL","CPI","TOT","AGRWTH","M","1990-09",3.680547,
"BEL","CPI","TOT","AGRWTH","M","1990-10",4.265347,
"BEL","CPI","TOT","AGRWTH","M","1990-11",4.023124,
"BEL","CPI","TOT","AGRWTH","M","1990-12",3.490422,
"BEL","CPI","TOT","AGRWTH","M","1991-01",3.875424,
"BEL","CPI","TOT","AGRWTH","M","1991-02",3.98318,
"BEL","CPI","TOT","AGRWTH","M","1991-03",3.2976,
"BEL","CPI","TOT","AGRWTH","M","1991-04",2.888296,
"BEL","CPI","TOT","AGRWTH","M","1991-05",3.223562,
"BEL","CPI","TOT","AGRWTH","M","1991-06",3.627303,
"BEL","CPI","TOT","AGRWTH","M","1991-07",3.822171,
"BEL","CPI","TOT","AGRWTH","M","1991-08",3.536165,
"BEL","CPI","TOT","AGRWTH","M","1991-09",2.537262,
"BEL","CPI","TOT","AGRWTH","M","1991-10",2.21494,
"BEL","CPI","TOT","AGRWTH","M","1991-11",2.846773,
"BEL","CPI","TOT","AGRWTH","M","1991-12",2.79355,
"BEL","CPI","TOT","AGRWTH","M","1992-01",2.276826,
"BEL","CPI","TOT","AGRWTH","M","1992-02",2.25792,
"BEL","CPI","TOT","AGRWTH","M","1992-03",2.707276,
"BEL","CPI","TOT","AGRWTH","M","1992-04",2.76212,
"BEL","CPI","TOT","AGRWTH","M","1992-05",2.774657,
"BEL","CPI","TOT","AGRWTH","M","1992-06",2.63923,
"BEL","CPI","TOT","AGRWTH","M","1992-07",2.546991,
"BEL","CPI","TOT","AGRWTH","M","1992-08",2.073631,
"BEL","CPI","TOT","AGRWTH","M","1992-09",2.31913,
"BEL","CPI","TOT","AGRWTH","M","1992-10",2.166943,
"BEL","CPI","TOT","AGRWTH","M","1992-11",2.227614,
"BEL","CPI","TOT","AGRWTH","M","1992-12",2.39726,
"BEL","CPI","TOT","AGRWTH","M","1993-01",2.843288,
"BEL","CPI","TOT","AGRWTH","M","1993-02",2.779304,
"BEL","CPI","TOT","AGRWTH","M","1993-03",2.932455,
"BEL","CPI","TOT","AGRWTH","M","1993-04",2.907296,
"BEL","CPI","TOT","AGRWTH","M","1993-05",2.688818,
"BEL","CPI","TOT","AGRWTH","M","1993-06",2.375245,
"BEL","CPI","TOT","AGRWTH","M","1993-07",2.581345,
"BEL","CPI","TOT","AGRWTH","M","1993-08",3.183053,
"BEL","CPI","TOT","AGRWTH","M","1993-09",2.819651,
"BEL","CPI","TOT","AGRWTH","M","1993-10",2.716156,
"BEL","CPI","TOT","AGRWTH","M","1993-11",2.535059,
"BEL","CPI","TOT","AGRWTH","M","1993-12",2.697163,
"BEL","CPI","TOT","AGRWTH","M","1994-01",2.421775,
"BEL","CPI","TOT","AGRWTH","M","1994-02",2.490381,
"BEL","CPI","TOT","AGRWTH","M","1994-03",2.315408,
"BEL","CPI","TOT","AGRWTH","M","1994-04",2.409382,
"BEL","CPI","TOT","AGRWTH","M","1994-05",2.55455,
"BEL","CPI","TOT","AGRWTH","M","1994-06",2.756492,
"BEL","CPI","TOT","AGRWTH","M","1994-07",2.717276,
"BEL","CPI","TOT","AGRWTH","M","1994-08",2.44262,
"BEL","CPI","TOT","AGRWTH","M","1994-09",2.457547,
"BEL","CPI","TOT","AGRWTH","M","1994-10",2.128108,
"BEL","CPI","TOT","AGRWTH","M","1994-11",1.988427,
"BEL","CPI","TOT","AGRWTH","M","1994-12",1.859439,
"BEL","CPI","TOT","AGRWTH","M","1995-01",1.872777,
"BEL","CPI","TOT","AGRWTH","M","1995-02",1.825008,
"BEL","CPI","TOT","AGRWTH","M","1995-03",1.741579,
"BEL","CPI","TOT","AGRWTH","M","1995-04",1.717676,
"BEL","CPI","TOT","AGRWTH","M","1995-05",1.380384,
"BEL","CPI","TOT","AGRWTH","M","1995-06",1.273951,
"BEL","CPI","TOT","AGRWTH","M","1995-07",1.19403,
"BEL","CPI","TOT","AGRWTH","M","1995-08",1.284687,
"BEL","CPI","TOT","AGRWTH","M","1995-09",1.194153,
"BEL","CPI","TOT","AGRWTH","M","1995-10",1.217248,
"BEL","CPI","TOT","AGRWTH","M","1995-11",1.464824,
"BEL","CPI","TOT","AGRWTH","M","1995-12",1.464521,
"BEL","CPI","TOT","AGRWTH","M","1996-01",1.96159,
"BEL","CPI","TOT","AGRWTH","M","1996-02",1.881356,
"BEL","CPI","TOT","AGRWTH","M","1996-03",2.037,
"BEL","CPI","TOT","AGRWTH","M","1996-04",2.053134,
"BEL","CPI","TOT","AGRWTH","M","1996-05",1.911648,
"BEL","CPI","TOT","AGRWTH","M","1996-06",1.82181,
"BEL","CPI","TOT","AGRWTH","M","1996-07",1.931144,
"BEL","CPI","TOT","AGRWTH","M","1996-08",1.939865,
"BEL","CPI","TOT","AGRWTH","M","1996-09",1.984448,
"BEL","CPI","TOT","AGRWTH","M","1996-10",2.472633,
"BEL","CPI","TOT","AGRWTH","M","1996-11",2.379929,
"BEL","CPI","TOT","AGRWTH","M","1996-12",2.545016,
"BEL","CPI","TOT","AGRWTH","M","1997-01",2.323934,
"BEL","CPI","TOT","AGRWTH","M","1997-02",1.99406,
"BEL","CPI","TOT","AGRWTH","M","1997-03",1.455625,
"BEL","CPI","TOT","AGRWTH","M","1997-04",1.255643,
"BEL","CPI","TOT","AGRWTH","M","1997-05",1.582815,
"BEL","CPI","TOT","AGRWTH","M","1997-06",1.738025,
"BEL","CPI","TOT","AGRWTH","M","1997-07",1.895269,
"BEL","CPI","TOT","AGRWTH","M","1997-08",1.834477,
"BEL","CPI","TOT","AGRWTH","M","1997-09",1.613809,
"BEL","CPI","TOT","AGRWTH","M","1997-10",1.301245,
"BEL","CPI","TOT","AGRWTH","M","1997-11",1.411009,
"BEL","CPI","TOT","AGRWTH","M","1997-12",1.143495,
"BEL","CPI","TOT","AGRWTH","M","1998-01",0.4016064,
"BEL","CPI","TOT","AGRWTH","M","1998-02",0.7348863,
"BEL","CPI","TOT","AGRWTH","M","1998-03",1.030784,
"BEL","CPI","TOT","AGRWTH","M","1998-04",1.504807,
"BEL","CPI","TOT","AGRWTH","M","1998-05",1.850306,
"BEL","CPI","TOT","AGRWTH","M","1998-06",1.583333,
"BEL","CPI","TOT","AGRWTH","M","1998-07",1.019565,
"BEL","CPI","TOT","AGRWTH","M","1998-08",0.440044,
